,xmin,ymin,xmax,ymax,confidence,class,name,frame,time
0,1030.7846710205079,765.1190296601967,1094.1209594726563,868.4513203096108,0.5594968199729919,1,bicycle,0,190.4127960205078
1,1027.543765258789,703.440868039103,1075.99541015625,843.3255573701576,0.36944374442100525,0,person,0,0.0
2,1322.8656829833985,775.7676475570047,1353.9787658691407,839.3689201400125,0.688517153263092,2,car,0,0.0
3,1279.992742919922,597.0093941614473,1313.4593414306642,651.4806755111063,0.4988223612308502,0,person,0,0.0
4,1260.43173828125,674.2174613997781,1325.806967163086,848.9473197982156,0.3279646039009094,0,person,0,0.0
5,1284.1353668212892,615.4855487868631,1315.0440582275392,653.7918251082742,0.2992212176322937,1,bicycle,0,0.0
6,2796.421551513672,876.8154443142682,2940.728680419922,1164.745803200987,0.8992167115211487,0,person,0,0.0
7,1035.952670288086,763.1955524873451,1100.9068939208985,872.7155720185951,0.6032540798187256,1,bicycle,1,36.88982391357422
8,1031.4908172607422,684.9538380098061,1133.724627685547,771.2096363496498,0.47599494457244873,2,car,1,0.0
9,1032.5541107177735,695.5748402070717,1092.6620056152344,838.706020016642,0.4439617693424225,0,person,1,0.0
10,2814.8032653808596,872.0115951447797,2947.3200500488283,1169.638899221928,0.9093384146690369,0,person,1,0.0
11,2819.2166259765627,1128.2924941926312,2917.8339965820314,1192.0069106965375,0.5424282550811768,36,skateboard,1,0.0
12,3071.1057861328127,738.4997695832562,3234.9575927734377,916.9863418488812,0.4625500738620758,2,car,1,0.0
13,3039.7890747070314,768.6032699494672,3126.1757934570314,888.4536880402875,0.30855029821395874,2,car,1,0.0
14,1034.0685150146485,686.3259006929115,1114.5173828125,859.7174335908608,0.5483152270317078,0,person,2,37.633888244628906
15,1032.0919982910157,677.2390095185951,1132.3429138183594,769.0059925508217,0.2545073330402374,2,car,2,0.0
16,2833.4907958984377,874.1640260233681,2953.3303955078127,1158.7680909647743,0.889555037021637,0,person,2,0.0
17,3058.664715576172,734.0478761210244,3254.8,915.3433473124306,0.5333752632141113,2,car,2,0.0
18,2831.785321044922,1097.5992066874305,2911.4239013671877,1167.3324220194618,0.2964020073413849,36,skateboard,2,0.0
19,3057.839001464844,771.8565766825478,3126.1284912109377,884.5010011210244,0.28870826959609985,2,car,2,0.0
20,1046.236245727539,776.6840177457008,1111.0310302734374,876.4640775601539,0.7707066535949707,1,bicycle,3,38.36867141723633
21,1043.4322448730468,705.1463132779273,1092.375650024414,851.3070341031226,0.6658955216407776,0,person,3,0.0
22,1030.8485961914062,676.1042524258766,1123.0012298583983,766.6851774136695,0.5493142008781433,2,car,3,0.0
23,2854.089212036133,874.6946046366494,2964.2267700195316,1163.6397950663368,0.8523630499839783,0,person,3,0.0
24,2820.681161499024,1125.175012351493,2918.2162261962894,1190.5597169413368,0.5518494844436646,36,skateboard,3,0.0
25,3052.3502746582035,777.1995637430947,3119.007653808594,886.1928651346963,0.446673721075058,2,car,3,0.0
26,3058.1981445312504,740.9516847147744,3253.6039062500004,907.8031861796181,0.3837531507015228,2,car,3,0.0
27,1031.0714416503906,673.6215235693214,1146.2594451904297,762.7710520727394,0.7139701247215271,2,car,4,41.3757438659668
28,1047.3260345458984,707.3508479101417,1111.3421783447266,859.6563364965675,0.655375063419342,0,person,4,0.0
29,1051.0350646972656,775.984324167466,1118.1105194091797,879.2893626196144,0.5119516253471375,1,bicycle,4,0.0
30,2851.9337493896487,874.5461958484536,2971.8072082519534,1165.5859602527505,0.7753762006759644,0,person,4,0.0
31,3055.082263183594,744.7491377429849,3252.6456176757815,907.2456892566568,0.561853289604187,2,car,4,0.0
32,2821.882624816895,1133.0589216785318,2919.606860351563,1191.4929426746255,0.4143168330192566,36,skateboard,4,0.0
33,3053.6808044433596,777.178108079899,3112.1128723144534,888.1163252429849,0.2745921015739441,2,car,4,0.0
34,1033.3559326171876,674.0957667333839,1155.7725891113282,764.0084025366066,0.7611965537071228,2,car,5,38.776832580566406
35,1053.652410888672,710.87130231688,1117.3999237060548,854.1226756078956,0.7491685748100281,0,person,5,0.0
36,1056.954428100586,779.9791209203956,1124.146292114258,881.0706431371925,0.2812737822532654,1,bicycle,5,0.0
37,2856.3537399291995,876.8114904821272,2986.5089141845706,1168.3942694127913,0.7965522408485413,0,person,5,0.0
38,3053.0662414550784,735.7499403417463,3234.7603942871096,908.1507238805647,0.7050679326057434,2,car,5,0.0
39,3010.1057922363284,760.5737051427717,3121.5460083007815,854.2566046178694,0.5807787775993347,2,car,5,0.0
40,1031.563735961914,677.595050473185,1160.3851013183594,762.1435963105873,0.7875306010246277,2,car,6,49.095489501953125
41,1061.4776000976562,784.0449940156655,1130.235092163086,884.7532612275795,0.7092323303222656,1,bicycle,6,0.0
42,1056.96142578125,710.9335743379311,1116.4425201416016,859.9896809053139,0.6546564698219299,0,person,6,0.0
43,1319.1420867919921,773.1515165249976,1360.0752685546875,845.0523954312476,0.8090617060661316,2,car,6,0.0
44,1097.4426396369934,675.9111371915016,1159.571224975586,764.301022140232,0.7498967051506042,2,car,6,0.0
45,1220.4384735107421,647.468014327732,1317.4485443115234,745.1382871548805,0.729982316493988,2,car,6,0.0
46,1260.1945770263671,571.3151758889827,1295.8990600585937,646.603886214939,0.5636525750160217,0,person,6,0.0
47,1265.8974731445312,609.0958105008277,1297.8513610839843,652.0994459073219,0.482366144657135,1,bicycle,6,0.0
48,1242.0415313720703,689.897831527439,1323.7717254638671,851.1531034390601,0.4069434106349945,0,person,6,0.0
49,2858.3871002197266,883.2195553751386,2996.7764434814453,1169.2606320352947,0.8873105049133301,0,person,6,0.0
50,3046.4450073242188,739.2675824137128,3169.829803466797,891.7532467813886,0.734418511390686,2,car,6,0.0
51,3008.547088623047,754.8649792642988,3135.7978515625,859.6380124063886,0.33044981956481934,2,car,6,0.0
52,1063.4686096191408,712.3079047569862,1134.9136322021486,853.401120699369,0.8560686707496643,0,person,7,37.398529052734375
53,1069.084606933594,783.7744880089393,1136.6170318603517,885.2073340782753,0.8276658058166504,1,bicycle,7,0.0
54,1218.916882324219,645.7605796227089,1321.4095275878908,742.2129340538612,0.7954793572425842,2,car,7,0.0
55,1033.3610961914064,683.8200431236854,1163.4834106445314,759.9352698692909,0.788545548915863,2,car,7,0.0
56,1318.6982543945314,772.3343329796425,1360.7480285644533,848.8719458946815,0.7749505639076233,2,car,7,0.0
57,1257.3000915527346,566.5227212080589,1292.732800292969,641.9022345909706,0.7610597610473633,0,person,7,0.0
58,1241.168347167969,699.1876197228065,1323.6190002441408,850.4220557579628,0.7229321599006653,0,person,7,0.0
59,1263.3413818359377,607.5958762535682,1295.2614257812502,650.7850165733925,0.671779453754425,1,bicycle,7,0.0
60,1264.7309997558596,564.9382633337608,1318.9255493164064,582.8459792503944,0.34007248282432556,2,car,7,0.0
61,2851.3539062500004,887.361472948063,3014.8532043457035,1170.1838606433755,0.868619441986084,0,person,7,0.0
62,3042.3018737792972,751.8200758533364,3230.1612792968754,897.263816698063,0.7122523784637451,2,car,7,0.0
63,3012.752008056641,760.5100172595864,3123.454431152344,872.3713606433755,0.30114296078681946,2,car,7,0.0
64,1069.6898651123047,714.8148515238564,1130.7278289794922,857.03508925579,0.7181137800216675,0,person,8,64.18022155761719
65,1072.3336029052734,783.1968019022744,1143.0609283447266,887.3583009257119,0.7128172516822815,1,bicycle,8,0.0
66,1071.70654296875,787.0766694559853,1142.0884399414062,883.1266725077431,0.3502064347267151,3,motorcycle,8,0.0
67,1320.257894897461,769.0422788540992,1374.2699340820313,845.4297758023414,0.8537232875823975,2,car,8,0.0
