0,2,0.56,1030.78,765.12,1094.12,868.45
0,1,0.37,1027.54,703.44,1076.0,843.33
0,0,0.69,1322.87,775.77,1353.98,839.37
0,1,0.5,1279.99,597.01,1313.46,651.48
0,1,0.33,1260.43,674.22,1325.81,848.95
0,2,0.3,1284.14,615.49,1315.04,653.79
0,1,0.9,2796.42,876.82,2940.73,1164.75
1,2,0.6,1035.95,763.2,1100.91,872.72
1,0,0.48,1031.49,684.95,1133.72,771.21
1,1,0.44,1032.55,695.57,1092.66,838.71
1,1,0.91,2814.8,872.01,2947.32,1169.64
1,0,0.46,3071.11,738.5,3234.96,916.99
1,0,0.31,3039.79,768.6,3126.18,888.45
2,1,0.55,1034.07,686.33,1114.52,859.72
2,0,0.25,1032.09,677.24,1132.34,769.01
2,1,0.89,2833.49,874.16,2953.33,1158.77
2,0,0.53,3058.66,734.05,3254.8,915.34
2,0,0.29,3057.84,771.86,3126.13,884.5
3,2,0.77,1046.24,776.68,1111.03,876.46
3,1,0.67,1043.43,705.15,1092.38,851.31
3,0,0.55,1030.85,676.1,1123.0,766.69
3,1,0.85,2854.09,874.69,2964.23,1163.64
3,0,0.45,3052.35,777.2,3119.01,886.19
3,0,0.38,3058.2,740.95,3253.6,907.8
4,0,0.71,1031.07,673.62,1146.26,762.77
4,1,0.66,1047.33,707.35,1111.34,859.66
4,2,0.51,1051.04,775.98,1118.11,879.29
4,1,0.78,2851.93,874.55,2971.81,1165.59
4,0,0.56,3055.08,744.75,3252.65,907.25
4,0,0.27,3053.68,777.18,3112.11,888.12
5,0,0.76,1033.36,674.1,1155.77,764.01
5,1,0.75,1053.65,710.87,1117.4,854.12
5,2,0.28,1056.95,779.98,1124.15,881.07
5,1,0.8,2856.35,876.81,2986.51,1168.39
5,0,0.71,3053.07,735.75,3234.76,908.15
5,0,0.58,3010.11,760.57,3121.55,854.26
6,0,0.79,1031.56,677.6,1160.39,762.14
6,2,0.71,1061.48,784.04,1130.24,884.75
6,1,0.65,1056.96,710.93,1116.44,859.99
6,0,0.81,1319.14,773.15,1360.08,845.05
6,0,0.75,1097.44,675.91,1159.57,764.3
6,0,0.73,1220.44,647.47,1317.45,745.14
6,1,0.56,1260.19,571.32,1295.9,646.6
6,2,0.48,1265.9,609.1,1297.85,652.1
6,1,0.41,1242.04,689.9,1323.77,851.15
6,1,0.89,2858.39,883.22,2996.78,1169.26
6,0,0.73,3046.45,739.27,3169.83,891.75
6,0,0.33,3008.55,754.86,3135.8,859.64
7,1,0.86,1063.47,712.31,1134.91,853.4
7,2,0.83,1069.08,783.77,1136.62,885.21
7,0,0.8,1218.92,645.76,1321.41,742.21
7,0,0.79,1033.36,683.82,1163.48,759.94
7,0,0.77,1318.7,772.33,1360.75,848.87
7,1,0.76,1257.3,566.52,1292.73,641.9
7,1,0.72,1241.17,699.19,1323.62,850.42
7,2,0.67,1263.34,607.6,1295.26,650.79
7,0,0.34,1264.73,564.94,1318.93,582.85
7,1,0.87,2851.35,887.36,3014.85,1170.18
