treshold,class,mAP,precision,recall,TP,FP
0.1,car,0.27739012241363525,0.2589755952358246,0.8868852257728577,541.0,1548.0
0.1,person,0.8235361576080322,0.7924690842628479,0.8884950280189514,2757.0,722.0
0.1,rider,0.6996239423751831,0.7830769419670105,0.7302725911140442,509.0,141.0
0.1,average,0.6001834273338318,0.6115071773529053,0.8352176547050476
0.15000000000000002,car,0.2761193811893463,0.2589755952358246,0.8868852257728577,541.0,1548.0
0.15000000000000002,person,0.8229849934577942,0.7918941974639893,0.8878504633903503,2755.0,724.0
0.15000000000000002,rider,0.6996239423751831,0.7830769419670105,0.7302725911140442,509.0,141.0
0.15000000000000002,average,0.5995761156082153,0.6113155484199524,0.8350027203559875
0.20000000000000004,car,0.2747596800327301,0.2589755952358246,0.8868852257728577,541.0,1548.0
0.20000000000000004,person,0.8229849934577942,0.7918941974639893,0.8878504633903503,2755.0,724.0
0.20000000000000004,rider,0.6996239423751831,0.7830769419670105,0.7302725911140442,509.0,141.0
0.20000000000000004,average,0.5991228818893433,0.6113155484199524,0.8350027203559875
0.25000000000000006,car,0.27425429224967957,0.25849688053131104,0.8852459192276001,540.0,1549.0
0.25000000000000006,person,0.8227173686027527,0.7916067838668823,0.8875281810760498,2754.0,725.0
0.25000000000000006,rider,0.6972157955169678,0.7799999713897705,0.7274031639099121,507.0,143.0
0.25000000000000006,average,0.5980624556541443,0.6100345253944397,0.8333924412727356
0.30000000000000004,car,0.2722805440425873,0.256582111120224,0.8786885142326355,536.0,1553.0
0.30000000000000004,person,0.822449803352356,0.7913193702697754,0.887205958366394,2753.0,726.0
0.30000000000000004,rider,0.6927490234375,0.7753846049308777,0.7230989933013916,504.0,146.0
0.30000000000000004,average,0.5958264470100403,0.6077620387077332,0.8296644687652588
0.3500000000000001,car,0.2605109214782715,0.252273827791214,0.8639343976974487,527.0,1562.0
0.3500000000000001,person,0.8200273513793945,0.790457010269165,0.8862391114234924,2750.0,729.0
0.3500000000000001,rider,0.6915886402130127,0.7738461494445801,0.7216642498970032,503.0,147.0
0.3500000000000001,average,0.5907089710235596,0.6055256724357605,0.823945939540863
0.40000000000000013,car,0.2515871524810791,0.2489229291677475,0.8524590134620667,520.0,1569.0
0.40000000000000013,person,0.8167484998703003,0.7878700494766235,0.8833386898040771,2741.0,738.0
0.40000000000000013,rider,0.6898530721664429,0.7723076939582825,0.7202295660972595,502.0,148.0
0.40000000000000013,average,0.5860629081726074,0.6030335426330566,0.8186757564544678
0.45000000000000007,car,0.2237333059310913,0.23647677898406982,0.8098360896110535,494.0,1595.0
0.45000000000000007,person,0.8130518198013306,0.7852831482887268,0.8804382681846619,2732.0,747.0
0.45000000000000007,rider,0.6886520385742188,0.7707692384719849,0.7187948226928711,501.0,149.0
0.45000000000000007,average,0.5751457214355469,0.5975097417831421,0.8030230402946472
0.5000000000000001,car,0.20364898443222046,0.223551943898201,0.7655737996101379,467.0,1622.0
0.5000000000000001,person,0.8042947053909302,0.7783845663070679,0.8727038502693176,2708.0,771.0
0.5000000000000001,rider,0.6841256618499756,0.766153872013092,0.7144906520843506,498.0,152.0
0.5000000000000001,average,0.5640230774879456,0.5893635153770447,0.7842561602592468
0.5500000000000002,car,0.1910788118839264,0.21589277684688568,0.7393442392349243,451.0,1638.0
