treshold,class,mAP,precision,recall,TP,FP
0.8500000000000002,rider,0.5790075063705444,0.6470588445663452,0.615494966506958,429.0,234.0
0.8500000000000002,average,0.3446876108646393,0.40740689635276794,0.5501211285591125
0.9000000000000002,car,0.01833566278219223,0.055718474090099335,0.3426229655742645,209.0,3542.0
0.9000000000000002,person,0.17953327298164368,0.3054201304912567,0.3432162404060364,1065.0,2422.0
0.9000000000000002,rider,0.35324573516845703,0.48567119240760803,0.4619799256324768,322.0,341.0
0.9000000000000002,average,0.1837048977613449,0.2822699248790741,0.3826063573360443
0.9500000000000003,car,0.0010224684374406934,0.013862970285117626,0.08524589985609055,52.0,3699.0
0.9500000000000003,person,0.01493980921804905,0.08029825240373611,0.09023525565862656,280.0,3207.0
0.9500000000000003,rider,0.02552798017859459,0.1161387637257576,0.11047345399856567,77.0,586.0
0.9500000000000003,average,0.013830085285007954,0.07009999454021454,0.09531819820404053
0.9500000000000003,mAP,0.4743834869004786
