0,0,0.63,1030.74,651.28,1147.53,767.54
0,2,0.59,1030.62,767.12,1094.17,867.87
0,1,0.5,1027.73,703.59,1078.56,846.83
0,0,0.44,914.05,593.22,1145.86,733.61
0,0,0.39,990.36,580.34,1121.38,617.11
0,0,0.69,1322.69,775.63,1354.01,840.7
0,0,0.68,1090.4,638.03,1316.11,763.41
0,1,0.54,1259.27,673.98,1326.82,849.62
0,1,0.49,1279.61,596.89,1312.55,642.42
0,1,0.92,2795.07,880.09,2940.59,1165.88
0,0,0.49,3065.38,729.69,3171.58,894.24
1,2,0.69,1035.7,766.59,1101.05,872.22
1,0,0.49,992.13,579.98,1127.75,618.36
1,0,0.47,912.35,592.05,1153.77,733.45
1,0,0.46,1033.35,642.34,1160.7,770.06
1,1,0.42,1032.08,706.52,1084.19,841.39
1,1,0.92,2816.52,875.66,2948.56,1164.57
1,0,0.7,3065.79,735.86,3234.52,891.49
2,0,0.68,1034.49,648.27,1154.01,771.56
2,0,0.51,990.69,580.43,1123.58,617.34
2,2,0.51,1039.44,768.48,1106.83,875.41
2,0,0.51,916.49,598.05,1151.87,734.02
2,1,0.35,1037.27,698.83,1109.22,869.97
2,1,0.9,2834.93,876.78,2953.32,1158.67
2,0,0.65,3063.9,736.95,3253.54,902.08
3,2,0.81,1045.35,775.73,1111.04,877.03
3,0,0.75,1036.72,642.27,1240.52,766.19
3,1,0.66,1042.05,704.47,1094.57,854.12
3,0,0.53,989.39,581.86,1128.54,617.6
3,0,0.46,935.29,611.84,1214.45,734.87
3,1,0.89,2859.37,877.44,2964.79,1158.94
3,0,0.61,3056.52,739.73,3253.46,893.22
3,0,0.26,3157.03,731.36,3254.12,772.64
4,0,0.84,1030.91,645.59,1186.4,764.28
4,1,0.71,1045.75,709.02,1118.52,860.12
4,2,0.64,1051.02,776.68,1118.37,879.32
4,0,0.47,993.17,584.22,1116.67,612.77
4,0,0.46,950.09,610.83,1185.58,736.26
4,1,0.87,2860.52,878.9,2975.38,1162.55
4,0,0.72,3054.52,738.58,3252.32,896.77
4,0,0.26,3176.66,729.44,3248.34,753.92
5,1,0.74,1053.22,710.3,1116.49,854.78
5,0,0.7,1030.79,650.5,1155.78,767.76
5,0,0.52,915.12,598.46,1152.83,734.71
5,2,0.36,1056.96,780.13,1123.72,880.37
5,1,0.91,2855.85,880.2,2986.88,1170.96
5,0,0.76,3051.92,732.07,3233.84,891.43
6,0,0.78,1030.09,643.68,1191.25,763.48
6,2,0.72,1061.6,782.56,1130.4,884.99
6,1,0.63,1054.69,710.85,1124.53,861.95
6,0,0.56,989.76,580.29,1129.95,618.85
6,0,0.4,907.94,594.69,1145.05,733.26
6,0,0.8,1319.04,773.1,1360.13,846.79
6,0,0.59,1098.1,640.78,1317.07,764.96
6,1,0.56,1259.32,571.53,1299.13,646.02
6,1,0.55,1245.92,667.87,1322.86,851.86
6,2,0.4,1265.68,608.48,1297.86,652.42
6,1,0.92,2856.87,883.1,2997.55,1174.48
6,0,0.87,3045.75,736.08,3170.43,891.35
6,0,0.33,3090.21,759.45,3170.76,953.43
7,1,0.86,1062.68,712.38,1135.38,854.6
7,0,0.81,1317.77,772.9,1360.78,850.71
7,1,0.8,1241.8,696.15,1323.66,850.8
7,2,0.8,1068.42,781.25,1136.71,885.54
7,0,0.77,1028.21,644.35,1317.99,757.0
7,1,0.76,1257.54,566.87,1292.7,641.54
7,2,0.68,1263.25,606.97,1295.44,650.85
7,0,0.65,923.19,612.98,1188.35,731.61
7,0,0.54,991.25,581.45,1135.32,616.72
7,0,0.51,1264.31,564.77,1318.5,583.14
