frame,class,iou,x1,y1,x2,y2
0.0,0.0,0.23765383660793304,1030.74,651.28,1147.53,767.54
0.0,2.0,0.8667362332344055,1030.62,767.12,1094.17,867.87
0.0,1.0,0.6475499272346497,1027.73,703.59,1078.56,846.83
0.0,0.0,0.05800760164856911,914.05,593.22,1145.86,733.61
0.0,0.0,0,990.36,580.34,1121.38,617.11
0.0,0.0,0.04974336177110672,1322.69,775.63,1354.01,840.7
0.0,0.0,0.1086285412311554,1090.4,638.03,1316.11,763.41
0.0,1.0,0.783245325088501,1259.27,673.98,1326.82,849.62
0.0,1.0,0,1279.61,596.89,1312.55,642.42
0.0,1.0,0.9616802334785461,2795.07,880.09,2940.59,1165.88
0.0,0.0,0.38544636964797974,3065.38,729.69,3171.58,894.24
1.0,2.0,0.8290684819221497,1035.7,766.59,1101.05,872.22
1.0,0.0,0,992.13,579.98,1127.75,618.36
1.0,0.0,0.052476052194833755,912.35,592.05,1153.77,733.45
1.0,0.0,0.21622422337532043,1033.35,642.34,1160.7,770.06
1.0,1.0,0.6784318089485168,1032.08,706.52,1084.19,841.39
1.0,1.0,0.9690810441970825,2816.52,875.66,2948.56,1164.57
1.0,0.0,0.5861914753913879,3065.79,735.86,3234.52,891.49
2.0,0.0,0.24408750236034393,1034.49,648.27,1154.01,771.56
2.0,0.0,0,990.69,580.43,1123.58,617.34
2.0,2.0,0.9258931875228882,1039.44,768.48,1106.83,875.41
2.0,0.0,0.05413823947310448,916.49,598.05,1151.87,734.02
2.0,1.0,0.7685242891311646,1037.27,698.83,1109.22,869.97
2.0,1.0,0.9105610251426697,2834.93,876.78,2953.32,1158.67
2.0,0.0,0.6485647559165955,3063.9,736.95,3253.54,902.08
3.0,2.0,0.9459000825881958,1045.35,775.73,1111.04,877.03
3.0,0.0,0.14098720252513885,1036.72,642.27,1240.52,766.19
3.0,1.0,0.7032952308654785,1042.05,704.47,1094.57,854.12
3.0,0.0,0,989.39,581.86,1128.54,617.6
3.0,0.0,0.05049934238195419,935.29,611.84,1214.45,734.87
3.0,1.0,0.8641248345375061,2859.37,877.44,2964.79,1158.94
3.0,0.0,0.683075487613678,3056.52,739.73,3253.46,893.22
3.0,0.0,0.09282660484313965,3157.03,731.36,3254.12,772.64
4.0,0.0,0.16892175376415253,1030.91,645.59,1186.4,764.28
4.0,1.0,0.8250002264976501,1045.75,709.02,1118.52,860.12
4.0,2.0,0.9289941787719727,1051.02,776.68,1118.37,879.32
4.0,0.0,0,993.17,584.22,1116.67,612.77
4.0,0.0,0.056753627955913544,950.09,610.83,1185.58,736.26
4.0,1.0,0.9494797587394714,2860.52,878.9,2975.38,1162.55
4.0,0.0,0.672825038433075,3054.52,738.58,3252.32,896.77
4.0,0.0,0.040641311556100845,3176.66,729.44,3248.34,753.92
5.0,1.0,0.8101534843444824,1053.22,710.3,1116.49,854.78
5.0,0.0,0.20759081840515137,1030.79,650.5,1155.78,767.76
5.0,0.0,0.048627350479364395,915.12,598.46,1152.83,734.71
5.0,2.0,0.9236745834350586,1056.96,780.13,1123.72,880.37
5.0,1.0,0.9013320803642273,2855.85,880.2,2986.88,1170.96
5.0,0.0,0.6348363757133484,3051.92,732.07,3233.84,891.43
6.0,0.0,0.15308831632137299,1030.09,643.68,1191.25,763.48
