0,2,90.52,979.2,677.4,1049.6,798.82
0,2,94.28,1190.4,696.57,1254.4,817.99
0,1,74.12,2668.8,760.47,3072.0,1124.73
1,2,98.35,979.2,677.4,1062.4,824.38
1,1,77.01,2668.8,766.86,3136.0,1124.73
2,2,97.37,979.2,677.4,1056.0,811.6
2,0,40.9,2668.8,690.18,3155.2,1131.12
3,2,63.42,985.6,671.01,1145.6,843.55
3,1,57.4,2777.6,690.18,3155.2,1124.73
4,2,89.5,992.0,683.79,1088.0,849.94
4,2,51.53,2803.2,702.96,3155.2,1137.51
5,2,76.4,998.4,683.79,1056.0,805.21
5,1,78.24,2835.2,773.25,3136.0,1143.91
6,2,58.0,992.0,677.4,1094.4,849.94
6,0,79.02,1196.8,671.01,1260.8,798.82
6,1,97.42,2848.0,779.64,3072.0,1150.3
7,2,65.17,1004.8,664.62,1260.8,817.99
7,1,48.99,2841.6,702.96,3136.0,1156.69
8,2,53.84,992.0,690.18,1088.0,824.38
8,0,92.25,1190.4,671.01,1273.6,779.64
8,1,98.0,2848.0,779.64,3059.2,1150.3
9,2,89.34,1011.2,683.79,1113.6,856.33
9,0,96.64,1184.0,671.01,1260.8,773.25
9,1,57.49,2841.6,702.96,3136.0,1156.69
10,1,81.13,614.4,658.22,684.8,722.13
10,2,91.4,1004.8,658.22,1273.6,837.16
10,2,55.24,2822.4,619.88,3257.6,1169.47
11,2,79.64,1011.2,658.22,1273.6,856.33
11,1,92.91,2816.0,779.64,3136.0,1175.86
12,2,72.04,608.0,664.62,652.8,709.35
12,2,88.82,1030.4,658.22,1267.2,843.55
12,1,94.54,2822.4,786.04,3065.6,1169.47
13,2,83.93,1036.8,658.22,1273.6,843.55
13,2,51.69,2822.4,651.83,3238.4,1175.86
14,2,76.04,544.0,658.22,691.2,754.08
14,2,87.62,1043.2,658.22,1273.6,843.55
14,1,83.64,2841.6,766.86,3065.6,1137.51
15,1,92.21,659.2,658.22,691.2,754.08
15,2,93.12,1049.6,658.22,1260.8,875.5
15,2,50.05,2854.4,702.96,3168.0,1137.51
16,2,84.93,646.4,581.54,704.0,741.3
16,2,90.59,1062.4,658.22,1260.8,856.33
16,1,81.84,2867.2,766.86,3084.8,1143.91
16,2,92.35,3110.4,658.22,3232.0,728.52
17,1,83.08,665.6,677.4,691.2,722.13
17,2,92.22,1068.8,664.62,1235.2,875.5
17,1,73.78,2899.2,709.35,3136.0,1156.69
18,1,85.58,672.0,677.4,691.2,728.52
18,2,85.22,1068.8,658.22,1248.0,881.89
18,1,68.25,2924.8,715.74,3104.0,1169.47
19,1,70.37,659.2,677.4,691.2,754.08
19,2,97.9,1068.8,658.22,1228.8,894.67
19,2,53.15,2944.0,683.79,3212.8,1175.86
20,2,87.71,646.4,581.54,704.0,715.74
20,2,97.72,1081.6,664.62,1222.4,881.89
20,1,82.68,2950.4,715.74,3136.0,1175.86
21,1,58.46,665.6,671.01,697.6,728.52
21,2,86.02,1081.6,658.22,1222.4,888.28
21,1,71.53,2950.4,715.74,3206.4,1182.25
22,1,77.81,678.4,671.01,710.4,792.43
22,2,95.67,1094.4,664.62,1209.6,894.67
22,1,68.92,2950.4,728.52,3123.2,1175.86
23,1,91.69,672.0,671.01,729.6,792.43
23,2,82.79,1100.8,664.62,1299.2,901.07
23,1,73.29,2944.0,811.6,3142.4,1182.25
24,1,95.48,665.6,671.01,742.4,792.43
24,2,95.45,1107.2,664.62,1222.4,901.07
24,1,80.35,2944.0,798.82,3168.0,1188.64
25,1,97.96,697.6,664.62,755.2,792.43
25,2,93.51,1107.2,664.62,1241.6,901.07
25,1,91.99,2931.2,722.13,3168.0,1188.64
26,1,86.76,646.4,581.54,761.6,792.43
26,2,98.06,1126.4,671.01,1241.6,894.67
26,1,79.77,2931.2,728.52,3193.6,1195.03
27,1,92.82,684.8,664.62,761.6,715.74
27,2,99.43,1120.0,671.01,1248.0,907.46
27,1,68.39,2931.2,817.99,3238.4,1201.42
28,2,74.57,684.8,658.22,736.0,696.57
28,2,97.04,1120.0,677.4,1254.4,907.46
28,1,62.75,2924.8,734.91,3200.0,1201.42
29,1,98.66,710.4,671.01,761.6,786.04
29,2,92.46,1100.8,671.01,1267.2,907.46
29,1,69.7,2918.4,728.52,3200.0,1201.42
30,1,84.82,697.6,664.62,761.6,741.3
30,2,89.66,1088.0,671.01,1267.2,913.85
30,1,69.7,2918.4,734.91,3238.4,1182.25
31,1,91.67,723.2,658.22,761.6,734.91
31,2,95.1,1088.0,677.4,1292.8,920.24
31,1,56.94,2912.0,728.52,3251.2,1169.47
32,2,67.1,716.8,664.62,748.8,696.57
32,2,72.83,1088.0,671.01,1292.8,920.24
32,1,52.41,2912.0,734.91,3257.6,1175.86
33,2,68.05,716.8,664.62,755.2,696.57
33,2,76.55,1088.0,671.01,1299.2,926.63
33,0,50.85,2905.6,728.52,3276.8,1175.86
34,1,60.8,729.6,651.83,761.6,696.57
34,2,72.25,1088.0,671.01,1305.6,926.63
34,0,60.61,2899.2,722.13,3276.8,1175.86
35,2,56.04,729.6,651.83,761.6,696.57
35,2,73.96,1088.0,671.01,1318.4,933.02
35,0,63.7,2899.2,728.52,3296.0,1182.25
36,1,78.46,742.4,658.22,761.6,779.64
36,2,65.19,1081.6,671.01,1331.2,926.63
36,0,69.57,2899.2,722.13,3302.4,1175.86
37,2,55.55,1088.0,664.62,1337.6,933.02
37,1,86.24,2892.8,830.77,3308.8,1195.03
38,2,57.94,1081.6,671.01,1344.0,933.02
38,1,59.2,2892.8,734.91,3308.8,1201.42
39,1,91.25,748.8,658.22,780.8,773.25
39,2,71.01,1081.6,677.4,1356.8,939.41
39,1,85.01,2886.4,830.77,3328.0,1207.81
40,0,96.93,1075.2,671.01,1152.0,837.16
40,2,97.98,1228.8,734.91,1350.4,939.41
40,1,53.68,2886.4,734.91,3334.4,1214.2
41,0,91.36,1075.2,671.01,1152.0,837.16
41,2,98.25,1235.2,741.3,1369.6,939.41
41,0,99.74,2886.4,747.69,3084.8,958.58
41,1,99.4,3180.8,901.07,3347.2,1207.81
42,0,92.62,1068.8,671.01,1152.0,837.16
42,2,97.64,1241.6,741.3,1382.4,945.8
42,0,99.79,2886.4,741.3,3091.2,958.58
42,1,97.51,3180.8,901.07,3379.2,1214.2
43,0,77.32,1068.8,677.4,1152.0,843.55
43,2,91.6,1248.0,741.3,1382.4,958.58
43,0,99.74,2880.0,741.3,3091.2,958.58
43,1,97.01,3168.0,901.07,3379.2,1220.59
44,2,79.71,755.2,645.44,793.6,683.79
44,0,73.88,1062.4,664.62,1158.4,843.55
44,2,96.84,1260.8,741.3,1395.2,958.58
44,0,99.6,2880.0,728.52,3136.0,958.58
44,1,93.73,3142.4,907.46,3385.6,1220.59
45,0,68.01,1062.4,677.4,1152.0,843.55
45,2,90.54,1260.8,747.69,1497.6,996.92
45,0,99.73,2873.6,741.3,3091.2,964.97
45,1,92.97,3136.0,907.46,3398.4,1226.98
46,1,72.81,774.4,639.05,819.2,728.52
46,0,51.44,1062.4,683.79,1158.4,830.77
46,2,95.22,1273.6,741.3,1497.6,996.92
46,0,99.73,2860.8,728.52,3136.0,964.97
46,1,90.17,3148.8,913.85,3411.2,1233.37
47,1,83.32,787.2,664.62,819.2,715.74
47,0,43.83,1068.8,683.79,1152.0,830.77
47,2,92.82,1280.0,747.69,1497.6,996.92
47,0,99.63,2860.8,734.91,3084.8,964.97
47,1,84.31,3155.2,913.85,3430.4,1207.81
48,1,77.95,793.6,639.05,825.6,728.52
48,0,61.78,1049.6,683.79,1152.0,843.55
48,2,85.2,1292.8,747.69,1497.6,996.92
48,0,99.54,2854.4,734.91,3136.0,971.36
48,1,75.46,3161.6,913.85,3443.2,1201.42
49,1,74.43,774.4,658.22,825.6,747.69
49,0,79.61,1056.0,671.01,1145.6,830.77
49,2,97.05,1292.8,760.47,1497.6,996.92
49,0,99.87,2854.4,747.69,3084.8,964.97
49,1,77.65,3180.8,913.85,3449.6,1195.03
50,1,89.06,800.0,651.83,825.6,747.69
50,0,46.6,1036.8,677.4,1132.8,837.16
50,2,95.24,1299.2,754.08,1497.6,996.92
50,0,99.81,2848.0,741.3,3084.8,964.97
50,1,84.08,3206.4,913.85,3449.6,1201.42
51,1,91.61,806.4,664.62,832.0,747.69
51,2,42.61,1043.2,671.01,1120.0,837.16
51,2,95.71,1292.8,760.47,1497.6,996.92
51,0,99.74,2848.0,741.3,3136.0,971.36
51,1,95.57,3225.6,920.24,3475.2,1207.81
52,2,54.27,1036.8,677.4,1120.0,843.55
52,2,89.14,1299.2,760.47,1497.6,996.92
52,0,99.71,2841.6,741.3,3084.8,964.97
52,1,98.73,3251.2,926.63,3475.2,1226.98
53,1,72.77,1024.0,677.4,1100.8,945.8
53,2,88.9,1305.6,760.47,1497.6,996.92
53,0,99.78,2841.6,747.69,3084.8,971.36
53,1,99.14,3276.8,920.24,3500.8,1233.37
54,1,90.57,800.0,651.83,851.2,766.86
54,2,49.57,1024.0,690.18,1088.0,849.94
54,2,91.97,1312.0,754.08,1497.6,1003.31
54,0,99.7,2841.6,728.52,3136.0,971.36
54,1,99.43,3302.4,920.24,3513.6,1246.15
55,1,56.05,825.6,651.83,838.4,709.35
55,2,76.27,1024.0,683.79,1145.6,945.8
55,2,98.07,1344.0,754.08,1497.6,1003.31
55,0,99.82,2841.6,747.69,3084.8,977.75
55,1,99.34,3334.4,920.24,3513.6,1265.33
56,1,97.74,812.8,651.83,864.0,766.86
56,1,75.77,1004.8,683.79,1088.0,945.8
56,2,95.51,1337.6,754.08,1510.4,1009.7
56,0,99.86,2835.2,754.08,3084.8,984.14
56,1,99.84,3360.0,920.24,3545.6,1271.72
57,1,95.23,819.2,639.05,870.4,856.33
57,2,71.76,1011.2,690.18,1081.6,849.94
57,2,97.48,1356.8,766.86,1516.8,1009.7
57,0,99.6,2828.8,722.13,3136.0,977.75
57,1,99.79,3372.8,920.24,3552.0,1278.11
58,1,92.77,825.6,639.05,889.6,773.25
58,1,62.44,1004.8,683.79,1088.0,945.8
58,2,98.25,1363.2,773.25,1529.6,1016.09
58,0,99.89,2828.8,754.08,3084.8,984.14
58,1,99.07,3372.8,920.24,3571.2,1284.5
59,1,89.81,819.2,639.05,902.4,773.25
59,2,93.8,1011.2,690.18,1081.6,849.94
59,2,98.26,1382.4,773.25,1580.8,1073.61
59,0,99.97,2822.4,760.47,3136.0,984.14
59,1,98.28,3385.6,926.63,3577.6,1297.28
60,2,59.89,825.6,639.05,864.0,690.18
60,2,85.16,998.4,690.18,1088.0,811.6
60,2,97.01,1388.8,779.64,1555.2,1028.88
60,0,99.36,2822.4,709.35,3091.2,990.53
