treshold,class,mAP,precision,recall,TP,FP
0.1,car,0.7740699648857117,0.570155918598175,0.8393442630767822,512.0,386.0
0.1,person,0.6110186576843262,0.9419112801551819,0.6215993165969849,1508.0,93.0
0.1,rider,0.5886834263801575,0.5851755738258362,0.6446991562843323,450.0,319.0
0.1,average,0.6579239964485168,0.6990809440612793,0.701880931854248
0.15000000000000002,car,0.7677732706069946,0.5645879507064819,0.8311475515365601,507.0,391.0
0.15000000000000002,person,0.5824187994003296,0.9050593376159668,0.5972794890403748,1449.0,152.0
0.15000000000000002,rider,0.570192813873291,0.5747724175453186,0.6332378387451172,442.0,327.0
0.15000000000000002,average,0.6401283144950867,0.6814732551574707,0.6872215867042542
0.20000000000000004,car,0.7668130993843079,0.5634744167327881,0.8295081853866577,506.0,392.0
0.20000000000000004,person,0.5538531541824341,0.8657089471817017,0.571310818195343,1386.0,215.0
0.20000000000000004,rider,0.5332843065261841,0.5422626733779907,0.5974212288856506,417.0,352.0
0.20000000000000004,average,0.6179835200309753,0.6571486592292786,0.6660800576210022
0.25000000000000006,car,0.7593925595283508,0.5556792616844177,0.8180328011512756,499.0,399.0
0.25000000000000006,person,0.5131393671035767,0.8119925260543823,0.5358614921569824,1300.0,301.0
0.25000000000000006,rider,0.49541783332824707,0.5110533237457275,0.5630372762680054,393.0,376.0
0.25000000000000006,average,0.5893166065216064,0.6262416839599609,0.6389771699905396
0.30000000000000004,car,0.7489874362945557,0.5467705726623535,0.8049180507659912,491.0,407.0
0.30000000000000004,person,0.4623132646083832,0.7420362234115601,0.4896949827671051,1188.0,413.0
0.30000000000000004,rider,0.44292783737182617,0.46033811569213867,0.5071633458137512,354.0,415.0
0.30000000000000004,average,0.5514095425605774,0.5830482840538025,0.6005921363830566
0.3500000000000001,car,0.7354753017425537,0.5356347560882568,0.7885245680809021,481.0,417.0
0.3500000000000001,person,0.41110607981681824,0.6733291745185852,0.4443528354167938,1078.0,523.0
0.3500000000000001,rider,0.3667609691619873,0.38621586561203003,0.42550143599510193,297.0,472.0
0.3500000000000001,average,0.5044474601745605,0.531726598739624,0.5527929663658142
0.40000000000000013,car,0.7164233922958374,0.5222716927528381,0.7688524723052979,469.0,429.0
0.40000000000000013,person,0.3483138382434845,0.5915052890777588,0.3903544843196869,947.0,654.0
0.40000000000000013,rider,0.31142473220825195,0.33420026302337646,0.3681948482990265,257.0,512.0
0.40000000000000013,average,0.4587206542491913,0.48265907168388367,0.5091339349746704
0.45000000000000007,car,0.6860923767089844,0.5022271871566772,0.7393442392349243,451.0,447.0
0.45000000000000007,person,0.2947564423084259,0.5234228372573853,0.3454245626926422,838.0,763.0
0.45000000000000007,rider,0.2611657679080963,0.2912873923778534,0.32091689109802246,224.0,545.0
0.45000000000000007,average,0.4140048325061798,0.4389791488647461,0.46856188774108887
0.5000000000000001,car,0.6192254424095154,0.46770602464675903,0.688524603843689,420.0,478.0
0.5000000000000001,person,0.21760159730911255,0.43785133957862854,0.2889530062675476,701.0,900.0
0.5000000000000001,rider,0.20527881383895874,0.24317295849323273,0.2679083049297333,187.0,582.0
0.5000000000000001,average,0.34736862778663635,0.3829101324081421,0.415128618478775
0.5500000000000002,car,0.5121508836746216,0.41314029693603516,0.6081967353820801,371.0,527.0
0.5500000000000002,person,0.15049947798252106,0.3497813940048218,0.23083265125751495,560.0,1041.0
0.5500000000000002,rider,0.15597587823867798,0.19895969331264496,0.21919770538806915,153.0,616.0
0.5500000000000002,average,0.2728753983974457,0.3206271231174469,0.35274234414100647
0.6000000000000002,car,0.45602211356163025,0.3775055706501007,0.5557377338409424,339.0,559.0
0.6000000000000002,person,0.1027689129114151,0.2841973900794983,0.18755152821540833,455.0,1146.0
0.6000000000000002,rider,0.09153967350721359,0.1482444703578949,0.163323774933815,114.0,655.0
0.6000000000000002,average,0.21677690744400024,0.2699824869632721,0.30220434069633484
0.6500000000000001,car,0.3832355737686157,0.34075725078582764,0.5016393661499023,306.0,592.0
0.6500000000000001,person,0.06306998431682587,0.21174265444278717,0.13973619043827057,339.0,1262.0
0.6500000000000001,rider,0.04083367809653282,0.08192458003759384,0.09025788307189941,63.0,706.0
0.6500000000000001,average,0.16237975656986237,0.21147482097148895,0.2438778132200241
0.7000000000000002,car,0.22937503457069397,0.27728286385536194,0.40819671750068665,249.0,649.0
0.7000000000000002,person,0.031019046902656555,0.13928794860839844,0.09192086011171341,223.0,1378.0
0.7000000000000002,rider,0.015656566247344017,0.03901170194149017,0.04297994449734688,30.0,739.0
0.7000000000000002,average,0.09201688319444656,0.15186083316802979,0.18103252351284027
0.7500000000000002,car,0.11963628232479095,0.1993318498134613,0.29344263672828674,179.0,719.0
0.7500000000000002,person,0.011327467858791351,0.07932542264461517,0.05234954506158829,127.0,1474.0
0.7500000000000002,rider,0.0002647953515406698,0.009102731011807919,0.010028652846813202,7.0,762.0
0.7500000000000002,average,0.04374284669756889,0.09591999650001526,0.11860694736242294
0.8000000000000002,car,0.04280484467744827,0.12249442934989929,0.1803278625011444,110.0,788.0
0.8000000000000002,person,0.003020235802978277,0.03997501730918884,0.02638087421655655,64.0,1537.0
0.8000000000000002,rider,1.9279399566585198e-05,0.0039011703338474035,0.004297994077205658,3.0,766.0
0.8000000000000002,average,0.015281452797353268,0.055456873029470444,0.07033557444810867
0.8500000000000002,car,0.006346127018332481,0.0423162579536438,0.062295082956552505,38.0,860.0
0.8500000000000002,person,0.0003166552633047104,0.014990630559623241,0.009892827831208706,24.0,1577.0
0.8500000000000002,rider,3.427427600399824e-06,0.0013003901112824678,0.0014326648088172078,1.0,768.0
0.8500000000000002,average,0.0022220697719603777,0.019535759463906288,0.024540191516280174
0.9000000000000002,car,0.0,0.0,0.0,0.0,898.0
0.9000000000000002,person,9.732111720950343e-06,0.0031230479944497347,0.0020610056817531586,5.0,1596.0
0.9000000000000002,rider,0.0,0.0,0.0,0.0,769.0
0.9000000000000002,average,3.244037316108006e-06,0.0010410159593448043,0.0006870019133202732
0.9500000000000003,car,0.0,0.0,0.0,0.0,898.0
0.9500000000000003,person,0.0,0.0,0.0,0.0,1601.0
0.9500000000000003,rider,0.0,0.0,0.0,0.0,769.0
0.9500000000000003,average,0.0,0.0,0.0
0.9500000000000003,mAP,0.3103667840935158
